festival_a,festival_b,shared_film_count
Palm Springs International ShortFest,Transilvania International Film Festival,2
Sundance Film Festival,Athens International Film and Video Festival,2
Oberhausen International Short Film Festival,Vancouver International Film Festival,2
Valdivia International Film Festival,Reykjavik International Film Festival,2
Clermont-Ferrand International Short Film Festival,New Directors New Films,2
São Paulo International Short Film Festival – Curta Kinoforum,Shorts México,2
Berlin International Film Festival,Sitges - Catalonian International Film Festival,2
Valladolid International Film Festival,Sophia Awards,2
New York Film Festival,International Documentary Film Festival Amsterdam,2
Palm Springs International ShortFest,Singapore International Film Festival,2
Montreal International Documentary Festival,Toronto International Film Festival,2
Toronto International Film Festival,Sarasota Film Festival,2
Queer Lisboa,Inside Out Toronto LGBT Film Festival,2
Ghent Film Festival,Sundance Film Festival,2
FEST - New Directors / New Films,Hof International Film Festival,2
Guadalajara International Film Festival,Riga International Film Festival,2
Internationale Kurzfilmtage Winterthur,San Sebastián International Film Festival,2
Queer Lisboa,International Film Festival Rotterdam,2
OFF - Odense International Film Festival,Leiden Shorts,2
Rome Independent Film Festival,Curtas Vila do Conde International Film Festival,2
AFI Fest,São Paulo International Film Festival,2
Jerusalem Film Festival,Athens International Film and Video Festival,2
Seville European Film Festival,AFI Fest,2
New Zealand International Film Festival,Guanajuato International Film Festival,2
Chéries-Chéris,Mardi Gras Film Festival,2
AFI Fest,London Critics Circle Film Awards,2
It's All True - International Documentary Festival,Palm Springs International ShortFest,2
Solothurn Film Festival,European Film Awards,2
Golden Horse Film Festival,São Paulo International Film Festival,2
Edinburgh International Film Festival,AFI Fest,2
Toronto International Film Festival,Cinéma du Réel,2
Santa Barbara International Film Festival,San Sebastián International Film Festival,2
Singapore International Film Festival,Beijing International Short Film Festival,2
Chéries-Chéris,LesGaiCineMad,2
Curtacinema - Rio de Janeiro International Short Film Festival,Cinéma du Réel,2
Out on Film,Mardi Gras Film Festival,2
Bilbao International Festival of Documentary and Short Films,Brussels Short Film Festival,2
OFF - Odense International Film Festival,Kurzfilm Festival Hamburg,2
New York Film Festival,Raindance Film Festival,2
Doc Fortnight,International Film Festival Rotterdam,2
Clermont-Ferrand International Short Film Festival,Sarasota Film Festival,2
Dublin International Film Festival,Milwaukee International Film Festival,2
Queer Lisboa,Athens International Film Festival,2
AFI Fest,International Film Festival Rotterdam,2
Valladolid International Film Festival,BFI London Film Festival,2
Message to Man International Film Festival,Valladolid International Film Festival,2
Beijing International Short Film Festival,Vilnius International Film Festival (Kino Pavasaris),2
Thessaloniki Film Festival,Milan Film Festival,2
Bilbao International Festival of Documentary and Short Films,BFI London Film Festival,2
Helsinki International Film Festival - Love & Anarchy,San Sebastián International Film Festival,2
Sarajevo Film Festival,Telluride Film Festival,2
Seattle International Film Festival,Canadian Screen Awards,2
Hollyshorts Film Festival,British Independent Film Awards,2
Helsinki International Film Festival - Love & Anarchy,Côté Court,2
FEST - New Directors / New Films,Riga International Film Festival,2
Encounters Short Film and Animation Festival,QCinema – Quezon City International Film Festival,2
Athens International Film Festival,Stockholm International Film Festival,2
Toronto International Film Festival,Valdivia International Film Festival,2
Seattle International Film Festival,Florida Film Festival,2
Palm Springs International ShortFest,Thessaloniki Documentary Festival,2
Viennale,São Paulo International Film Festival,2
Beyond Fest,BFI London Film Festival,2
Festival de Cine Iberoamericano de Huelva,Chicago International Film Festival,2
Encounters Short Film and Animation Festival,Lebu International Film Festival,2
Berlin International Film Festival,Athens International Film and Video Festival,2
International Documentary Film Festival Amsterdam,Kurzfilm Festival Hamburg,2
Porto/Post/Doc,Guanajuato International Film Festival,2
Irish Film and Television Awards,Palm Springs International ShortFest,2
DocumentaMadrid,25FPS Festival,2
Göteborg Film Festival,DOK Leipzig,2
Seattle International Film Festival,Côté Court,2
FEST - New Directors / New Films,Tampere Film Festival,2
Oberhausen International Short Film Festival,Viennale,2
Ghent Film Festival,Tirana International Film Festival,2
Berlin International Film Festival,Vilnius International Film Festival (Kino Pavasaris),2
Camden International Film Festival,Palm Springs International ShortFest,2
Berlin International Film Festival,Queer Lisboa,2
Riga International Film Festival,Côté Court,2
Leiden Shorts,Cinéma du Réel,2
Beyond Fest,Palm Springs International ShortFest,2
Cairo International Film Festival,DOK Leipzig,2
Go Short - International Short Film Festival Nijmegen,Animafest Zagreb,2
Canadian Screen Awards,Festival du Nouveau Cinéma,2
Warsaw International Film Festival,Milwaukee International Film Festival,2
Toronto International Film Festival,Leeds International Film Festival,2
Off-Courts Trouville,Ottawa International Animation Festival,2
FICUNAM,Melbourne International Film Festival,2
Palm Springs International ShortFest,Bergen International Film Festival,2
Whistler Film Festival,Landshut Short Film Festival,2
Whistler Film Festival,Cannes Film Festival,2
Encounters Short Film and Animation Festival,Atlanta Film Festival,2
Clermont-Ferrand International Short Film Festival,Karlovy Vary International Film Festival,2
Mardi Gras Film Festival,Inside Out Toronto LGBT Film Festival,2
Sitges - Catalonian International Film Festival,Athens International Film Festival,2
Ghent Film Festival,BAFTA Awards,2
Brooklyn Film Festival,Cannes Film Festival,2
Montreal International Documentary Festival,Reykjavik International Film Festival,2
Curtacinema - Rio de Janeiro International Short Film Festival,Valladolid International Film Festival,2
Frameline: San Francisco International LGBTQ Film Festival,Pink Screens,2
Philadelphia Film Festival,Vancouver International Film Festival,2
Hollyshorts Film Festival,Ottawa International Animation Festival,2
New York Film Festival,São Paulo International Film Festival,2
Ottawa International Animation Festival,San Francisco International Film Festival,2
Edinburgh International Film Festival,Berlin International Film Festival,2
Internationale Kurzfilmtage Winterthur,Cleveland International Film Festival,2
Athens International Film Festival,International Film Festival Rotterdam,2
Shorts México,Landshut Short Film Festival,2
Montclair Film Festival,Melbourne International Film Festival,2
FEST - New Directors / New Films,Festival international du film indépendant de Bordeaux,2
Montclair Film Festival,Palm Springs International ShortFest,2
ARKIPEL International Documentary and Experimental Film Festival,Encounters Short Film and Animation Festival,2
Frameline: San Francisco International LGBTQ Film Festival,Iris Prize LGBTQ+ Film Festival,2
Tallinn Black Nights Film Festival,Diagonale: Festival of Austrian Film,2
Sydney Film Festival,Queer Lisboa,2
DMZ International Documentary Film Festival,Valdivia International Film Festival,2
AFI Fest,Côté Court,2
Clermont-Ferrand International Short Film Festival,Hot Docs Canadian International Documentary Festival,2
Landshut Short Film Festival,Seattle Queer Film Festival,2
Cartagena Film Festival,Vancouver International Film Festival,2
Guadalajara International Film Festival,Valdivia International Film Festival,2
Jerusalem Film Festival,Reykjavik International Film Festival,2
Seattle International Film Festival,Africa Movie Academy Awards,2
Seattle International Film Festival,Dokufest International Documentary and Short Film Festival,2
Solothurn Film Festival,Seattle Queer Film Festival,2
Kurzfilm Festival Hamburg,BFI London Film Festival,2
Miami International Film Festival,Rio de Janeiro International Film Festival,2
Shanghai International Film Festival,Animafest Zagreb,2
Cartagena Film Festival,Curtacinema - Rio de Janeiro International Short Film Festival,2
Moscow International Film Festival,IndieLisboa International Independent Film Festival,2
Warsaw International Film Festival,Camerimage,2
Guadalajara International Film Festival,Vilnius International Film Festival (Kino Pavasaris),2
Chéries-Chéris,Thessaloniki Film Festival,2
Ghent Film Festival,San Francisco International Film Festival,2
New York Film Festival,Camden International Film Festival,2
Bilbao International Festival of Documentary and Short Films,Animafest Zagreb,2
Festival du Nouveau Cinéma,British Independent Film Awards,2
Seville European Film Festival,Vancouver International Film Festival,2
Hong Kong International Film Festival,Vancouver International Film Festival,2
True/False Film Festival,Athens International Film and Video Festival,2
OFF - Odense International Film Festival,Leeds International Film Festival,2
Buenos Aires International Festival of Independent Cinema,IndieLisboa International Independent Film Festival,2
São Paulo International Short Film Festival – Curta Kinoforum,Tirana International Film Festival,2
Berlin International Film Festival,Kurzfilm Festival Hamburg,2
São Paulo International Short Film Festival – Curta Kinoforum,Telluride Film Festival,2
Warsaw International Film Festival,São Paulo International Short Film Festival – Curta Kinoforum,2
São Paulo International Short Film Festival – Curta Kinoforum,Frameline: San Francisco International LGBTQ Film Festival,2
FIRST International Film Festival Xining,Guanajuato International Film Festival,2
Austin Film Festival,Annecy International Animation Festival,2
Animafest Zagreb,Curtas Vila do Conde International Film Festival,2
Montreal International Documentary Festival,Leiden Shorts,2
